time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2001-03-22T23:12:44.640Z,46.7056667,-122.7621667,0.434,3.4,md,13,137,0.05434,0.1,uw,uw10526248,2016-07-23T00:32:00.490Z,"Washington",explosion,0.595,0.63,0.03,5,reviewed,uw,uw
2001-02-27T23:21:32.750Z,46.6958333,-122.7641667,0.515,3.2,md,12,254,0.04974,0.13,uw,uw10530338,2016-07-23T00:30:33.560Z,"Washington",explosion,2.699,1.18,0.05,6,reviewed,uw,uw
2001-02-26T23:07:38.670Z,46.7033333,-122.7658333,-0.146,3,md,11,145,0.05486,0.15,uw,uw10529958,2016-07-23T00:30:29.000Z,"Washington",explosion,0.842,1.17,0.01,6,reviewed,uw,uw
2001-02-24T22:16:27.370Z,46.7066667,-122.7623333,0.22,3.1,md,10,136,0.05508,0.08,uw,uw10528833,2016-07-23T00:30:25.370Z,"Washington",explosion,0.545,0.64,0.03,4,reviewed,uw,uw
2001-02-22T22:52:57.840Z,46.6953333,-122.783,-0.618,3.1,md,17,140,0.06105,0.23,uw,uw10527543,2016-07-23T00:30:08.990Z,"Washington",explosion,0.113,0.17,0.06,5,reviewed,uw,uw
2001-02-14T22:27:48.100Z,46.7011667,-122.7708333,0.672,3.3,md,16,92,0.05645,0.13,uw,uw10524278,2016-07-23T00:29:38.070Z,"Washington",explosion,0.516,0.86,0.02,4,reviewed,uw,uw
2001-02-13T21:50:33.100Z,46.7038333,-122.7673333,0.682,3.1,md,16,137,0.05599,0.11,uw,uw10523373,2016-07-23T00:29:31.960Z,"Washington",explosion,0.474,0.75,0.02,4,reviewed,uw,uw
2001-02-10T22:55:01.840Z,46.7103333,-122.7576667,0.624,3,md,7,144,0.05529,0.11,uw,uw10522183,2016-07-23T00:29:21.960Z,"Washington",explosion,0.92,0.8,0.02,3,reviewed,uw,uw
2001-02-07T22:26:33.150Z,46.7063333,-122.762,-0.503,3,md,14,95,0.05469,0.17,uw,uw10521353,2016-07-23T00:29:12.850Z,"Washington",explosion,1.06,1.11,0.06,5,reviewed,uw,uw
2001-02-06T23:11:00.660Z,46.7005,-122.7643333,0.373,3,md,14,123,0.05237,0.18,uw,uw10520598,2016-07-23T00:29:10.530Z,"Washington",explosion,1.182,1.13,0.04,5,reviewed,uw,uw
2001-01-30T23:22:27.070Z,46.7048333,-122.7726667,7.505,3.1,md,17,138,0.3262,0.19,uw,uw10529223,2016-07-23T00:25:42.990Z,"Washington",explosion,0.94,2.14,0.04,4,reviewed,uw,uw
2001-01-27T23:03:02.930Z,46.7496667,-122.7996667,0.732,3,md,18,142,0.1039,0.13,uw,uw10528723,2016-07-23T00:25:28.960Z,"Washington",explosion,0.553,0.86,0.03,6,reviewed,uw,uw
2001-01-24T23:14:23.270Z,46.7028333,-122.7738333,6.387,3.3,md,19,75,0.325,0.14,uw,uw10527548,2016-07-23T00:25:18.040Z,"Washington",explosion,0.517,1.22,0.05,3,reviewed,uw,uw
2001-01-23T23:12:49.620Z,46.7083333,-122.771,4.137,3.1,md,18,149,0.3284,0.15,uw,uw10527443,2016-07-23T00:25:15.510Z,"Washington",explosion,0.651,1.93,0.05,3,reviewed,uw,uw
2001-01-11T23:06:02.100Z,46.7038333,-122.7686667,0.402,3,md,18,158,0.05673,0.13,uw,uw10521443,2016-07-23T00:24:23.070Z,"Washington",explosion,0.534,0.75,0.04,5,reviewed,uw,uw
2001-01-08T23:02:05.590Z,46.701,-122.7686667,0.656,3,md,17,159,0.05511,0.13,uw,uw10520023,2016-07-23T00:24:08.910Z,"Washington",explosion,0.633,0.68,0.04,6,reviewed,uw,uw
2001-01-03T20:01:05.280Z,46.7041667,-122.768,-0.283,3.1,md,13,166,0.05656,0.15,uw,uw10518833,2016-07-23T00:23:56.220Z,"Washington",explosion,0.824,1.03,0.03,3,reviewed,uw,uw
2000-12-29T21:06:32.710Z,46.7016667,-122.7843333,-0.683,3.1,md,19,169,0.06469,0.2,uw,uw10517868,2016-07-23T00:23:33.360Z,"Washington",explosion,0.057,0.09,0.04,5,reviewed,uw,uw
2000-12-28T23:04:14.310Z,46.7021667,-122.775,-0.465,3,md,27,83,0.05941,0.24,uw,uw10517753,2016-07-23T00:23:28.700Z,"Washington",explosion,0.717,2.16,0.03,5,reviewed,uw,uw
2000-12-09T21:18:54.430Z,46.705,-122.7603333,0.477,3.1,md,17,92,0.05295,0.12,uw,uw10515408,2016-07-23T00:20:56.140Z,"Washington",explosion,0.474,0.61,0.04,5,reviewed,uw,uw
2000-12-08T22:37:18.850Z,46.708,-122.7528333,-0.745,3.1,md,14,98,0.0513,0.15,uw,uw10515238,2016-07-23T00:20:51.290Z,"Washington",explosion,0.078,0.11,0.05,4,reviewed,uw,uw
2000-11-14T22:55:52.330Z,46.7058333,-122.7826667,0.091,3,md,10,123,0.06583,0.17,uw,uw10516168,2016-07-23T00:19:03.620Z,"Washington",explosion,1.598,1.3,0.05,4,reviewed,uw,uw
2000-11-10T22:23:26.580Z,46.708,-122.7653333,0.315,3.1,md,14,110,0.05752,0.11,uw,uw10515503,2016-07-23T00:18:48.710Z,"Washington",explosion,0.447,0.6,0.06,4,reviewed,uw,uw
2000-11-09T22:04:56.730Z,46.7056667,-122.7683333,0.352,3.1,md,10,103,0.05764,0.08,uw,uw10515393,2016-07-23T00:18:43.860Z,"Washington",explosion,0.41,0.59,0.03,2,reviewed,uw,uw
2000-11-01T23:27:01.760Z,46.706,-122.7685,0.395,3.3,md,14,83,0.05794,0.09,uw,uw10513908,2016-07-23T00:17:43.550Z,"Washington",explosion,0.333,0.6,0.06,4,reviewed,uw,uw
2000-10-31T22:33:06.710Z,46.7643333,-122.8295,6.942,3,md,13,91,0.1285,0.12,uw,uw10512963,2016-07-23T00:17:38.440Z,"Washington",explosion,0.634,1.32,0.06,3,reviewed,uw,uw
2000-10-27T21:57:10.470Z,46.7488333,-122.8095,14.353,3,md,12,80,0.3182,0.15,uw,uw10511233,2016-07-23T00:17:13.380Z,"Washington",explosion,0.609,1.65,0.07,2,reviewed,uw,uw
2000-10-26T22:10:21.100Z,46.7496667,-122.8003333,1.305,3.1,md,21,65,0.1042,0.14,uw,uw10510423,2016-07-23T00:17:10.430Z,"Washington",explosion,0.432,0.86,0.05,8,reviewed,uw,uw
2000-10-25T21:45:08.180Z,46.7325,-122.7975,0.982,3.1,md,20,78,0.09037,0.13,uw,uw10510058,2016-07-23T00:17:03.190Z,"Washington",explosion,0.424,0.84,0.05,5,reviewed,uw,uw
2000-10-09T21:28:51.760Z,46.7351667,-122.7991667,1.225,3.1,md,17,99,,0.18,uw,uw10504613,2016-07-23T00:15:45.960Z,"Washington",explosion,0.722,0.95,0.06,4,reviewed,uw,uw
2000-10-08T21:05:49.620Z,46.741,-122.8043333,0.539,3.1,md,10,87,0.09967,0.14,uw,uw10504478,2016-07-23T00:15:40.740Z,"Washington",explosion,0.638,1.2,0.07,5,reviewed,uw,uw
2000-10-04T22:20:33.170Z,46.7498333,-122.8038333,-0.63,3.1,md,27,68,0.1059,0.23,uw,uw10502858,2016-07-23T00:12:12.040Z,"Washington",explosion,0.142,0.28,0.08,7,reviewed,uw,uw
2000-10-03T22:00:37.880Z,46.703,-122.7705,-0.865,3.1,md,16,83,0.05728,0.25,uw,uw10502468,2016-07-23T00:12:07.450Z,"Washington",explosion,0.191,0.51,0.08,8,reviewed,uw,uw
2000-10-02T21:57:23.110Z,46.708,-122.7633333,0.225,3.1,md,23,61,0.05648,0.2,uw,uw10501978,2016-07-23T00:12:01.450Z,"Washington",explosion,0.594,1.17,0.07,8,reviewed,uw,uw
2000-09-29T20:04:35.980Z,46.7088333,-122.7595,0.425,3.2,md,25,61,0.05511,0.17,uw,uw10512323,2016-07-23T00:11:48.360Z,"Washington",explosion,0.517,1.01,0.05,8,reviewed,uw,uw
2000-09-28T21:28:57.510Z,46.7068333,-122.7773333,0.552,3,md,26,62,0.06333,0.17,uw,uw10511918,2016-07-23T00:11:46.700Z,"Washington",explosion,0.502,0.97,0.07,7,reviewed,uw,uw
2000-09-05T21:46:23.020Z,46.7083333,-122.7791667,0.005,3,md,24,76,0.06522,0.22,uw,uw10502813,2016-07-23T00:08:37.640Z,"Washington",explosion,0.651,1.36,0.05,5,reviewed,uw,uw
2000-08-11T21:38:45.680Z,46.7043333,-122.7788333,-0.815,3.1,md,29,91,0.06279,0.22,uw,uw10504523,2016-07-23T00:04:27.880Z,"Washington",explosion,0.136,0.19,0.07,5,reviewed,uw,uw
2000-07-26T22:01:43.380Z,46.7171667,-122.7721667,-0.548,3.2,md,10,197,0.06717,0.13,uw,uw10512223,2016-07-23T00:03:05.810Z,"Washington",explosion,1.316,0.98,0.03,4,reviewed,uw,uw
2000-07-07T22:09:37.950Z,46.7008333,-122.7761667,0.177,3.2,md,28,79,0.05939,0.27,uw,uw10501693,2016-07-23T00:01:43.840Z,"Washington",explosion,0.901,1.82,0.04,3,reviewed,uw,uw
2000-06-28T22:14:06.880Z,46.706,-122.7606667,12.719,3.2,md,16,84,0.3226,0.21,uw,uw10524168,2016-07-23T00:00:58.380Z,"Washington",explosion,1.096,7.74,0.04,5,reviewed,uw,uw
2000-04-28T21:10:33.180Z,46.7093333,-122.7775,6.683,3,md,11,140,0.3318,0.15,uw,uw10497938,2016-07-22T23:53:43.160Z,"Washington",explosion,0.036,0.08,0.02,4,reviewed,uw,uw
2000-04-13T21:59:49.280Z,46.7111667,-122.777,10.833,3,md,10,140,0.3331,0.11,uw,uw10494158,2016-07-22T23:52:43.130Z,"Washington",explosion,0.642,4.61,0.02,6,reviewed,uw,uw
2000-03-20T23:04:35.110Z,46.704,-122.7823333,6.168,3.3,md,19,114,0.3293,0.11,uw,uw10494988,2016-07-22T23:50:46.150Z,"Washington",explosion,0.502,1.24,0.04,6,reviewed,uw,uw
2000-02-16T23:03:33.440Z,46.6926667,-122.782,12.096,3.3,md,8,244,0.32,0.11,uw,uw10493923,2016-07-22T23:48:30.100Z,"Washington",explosion,2.125,4.05,0.03,5,reviewed,uw,uw
2000-01-30T14:46:51.310Z,41.464,-109.679,1,4.4,mb,,,,1.06,us,usp0009muw,2014-11-07T01:09:22.827Z,"Wyoming",rock burst,,,,10,reviewed,us,us
2000-01-25T00:00:15.480Z,46.7111667,-122.7738333,6.35,3.1,md,8,176,0.3319,0.11,uw,uw10510903,2016-07-22T23:46:41.100Z,"Washington",explosion,0.735,1.62,0.03,4,reviewed,uw,uw
1999-11-28T11:00:09.300Z,33.416,-87.253,1,3.5,mb,,,,1.09,us,usp0009j8k,2014-11-07T01:09:01.254Z,"Alabama",rock burst,,,,2,reviewed,us,us
1999-10-04T22:31:53.000Z,46.7528333,-122.801,4.612,3,md,7,114,0.3196,0.29,uw,uw10477193,2016-07-23T19:05:32.690Z,"Washington",explosion,1.551,6.45,0.04,4,reviewed,uw,uw
1999-07-20T22:07:26.960Z,46.7093333,-122.7905,10.922,3.3,md,15,104,0.3559,0.24,uw,uw10475928,2016-07-23T19:00:50.140Z,"Washington",explosion,1.118,4.66,0.03,6,reviewed,uw,uw
1999-07-08T20:21:40.630Z,46.7603333,-122.831,-0.927,3.2,md,18,91,0.2997,0.25,uw,uw10474768,2016-07-23T19:00:17.330Z,"Washington",explosion,0.198,3.13,0.09,3,reviewed,uw,uw
1999-07-06T20:57:53.770Z,46.7016667,-122.7813333,1.403,3.1,md,17,87,0.3382,0.26,uw,uw10474603,2016-07-23T19:00:12.850Z,"Washington",explosion,1.245,12.2,0.03,3,reviewed,uw,uw
1999-07-02T22:09:12.230Z,46.6943333,-122.7955,8.02,3.2,md,12,102,0.365,0.25,uw,uw10474288,2016-07-23T19:00:06.120Z,"Washington",explosion,1.16,0.06,0.08,5,reviewed,uw,uw
1999-07-01T22:10:51.410Z,46.7105,-122.778,4.613,3.1,md,17,76,0.3369,0.11,uw,uw10474128,2016-07-23T18:59:57.410Z,"Washington",explosion,0.391,1.28,0.02,3,reviewed,uw,uw
1999-05-10T22:22:49.620Z,44.652,-121.1476667,-1.32,3,md,15,115,0.2528,0.19,uw,uw10476098,2016-07-23T18:57:42.560Z,"Oregon",explosion,0.05,1.19,0.05,8,reviewed,uw,uw
1999-04-15T18:12:35.040Z,46.7505,-122.8048333,0.835,3.2,md,11,116,0.1068,0.11,uw,uw10498138,2016-07-23T18:53:15.070Z,"Washington",explosion,0.516,0.79,0.03,3,reviewed,uw,uw
1999-01-18T07:00:53.470Z,33.405,-87.255,1,4.8,mb,,,,1,us,usp000918y,2014-11-07T01:06:49.636Z,"Alabama",rock burst,,,,18,reviewed,us,us
1998-10-21T21:11:53.860Z,46.7508333,-122.8173333,-0.28,3.2,md,9,89,0.1129,0.12,uw,uw10462233,2016-07-23T18:40:55.170Z,"Washington",explosion,0.574,1.09,0.04,5,reviewed,uw,uw
1998-08-12T21:26:57.810Z,46.7135,-122.7913333,0.249,3.1,md,24,78,0.07505,0.21,uw,uw10447793,2016-07-23T18:29:45.620Z,"Washington",explosion,0.996,0.99,0.05,6,reviewed,uw,uw
1998-08-06T21:03:18.870Z,46.7553333,-122.8116667,-0.297,3.3,md,25,132,0.1136,0.31,uw,uw10444733,2016-07-23T18:29:02.730Z,"Washington",explosion,1.105,2.07,0.08,7,reviewed,uw,uw
1998-07-24T22:30:29.310Z,46.7535,-122.8136667,0.195,3,md,8,89,0.1131,0.09,uw,uw10464578,2016-07-23T18:27:20.700Z,"Washington",explosion,0.517,0.83,0.02,5,reviewed,uw,uw
1998-07-03T21:21:57.330Z,46.7508333,-122.812,-0.318,3,md,21,82,0.1104,0.15,uw,uw10444788,2016-07-23T18:19:44.620Z,"Washington",explosion,0.617,1.49,0.03,4,reviewed,uw,uw
1998-06-05T20:52:46.280Z,46.7355,-122.8063333,-0.75,3,md,6,175,0.09687,0.27,uw,uw10441993,2016-07-23T18:13:12.920Z,"Washington",explosion,0.114,0.17,0.04,4,reviewed,uw,uw
1998-05-19T22:16:10.780Z,46.7066667,-122.7826667,-0.628,3.2,md,10,109,0.06628,0.12,uw,uw10443763,2016-07-23T18:11:14.190Z,"Washington",explosion,0.036,0.06,0.03,4,reviewed,uw,uw
1998-05-05T19:13:29.430Z,47.8261667,-118.5751667,-0.073,3.4,md,9,177,0.254,0.59,uw,uw10436363,2016-07-23T18:06:47.740Z,"Washington",explosion,3.889,,0.17,6,reviewed,uw,uw
1998-04-27T21:00:25.820Z,46.7368333,-122.8156667,-0.618,3.2,md,11,113,0.1026,0.17,uw,uw10442443,2016-07-23T18:05:57.610Z,"Washington",explosion,0.085,0.16,0.06,6,reviewed,uw,uw
1998-04-01T20:27:36.280Z,44.1613333,-120.9243333,-1.679,3.1,md,12,167,0.2786,0.21,uw,uw10432358,2016-07-23T18:04:01.300Z,"Oregon",explosion,0.179,0.28,0.09,7,reviewed,uw,uw
1998-03-25T22:21:44.680Z,46.781,-122.8276667,1.292,3.3,md,11,140,0.1403,0.12,uw,uw10440433,2016-07-23T18:03:28.200Z,"Washington",explosion,0.651,0.99,0.05,3,reviewed,uw,uw
1998-02-24T22:35:46.810Z,46.7376667,-122.8205,12.126,3.3,md,10,123,0.3719,0.2,uw,uw10437963,2016-07-23T18:01:42.450Z,"Washington",explosion,2.384,7.92,0.06,3,reviewed,uw,uw
1998-02-21T21:54:14.580Z,46.7103333,-122.7915,8.388,3.3,md,11,109,0.3381,0.1,uw,uw10437248,2016-07-23T18:01:35.070Z,"Washington",explosion,0.439,,0.04,5,reviewed,uw,uw
1998-01-21T23:18:34.660Z,46.7815,-122.8363333,8.083,3.1,md,6,121,0.2822,0.09,uw,uw10434633,2016-07-23T17:59:14.300Z,"Washington",explosion,0.506,0.02,0.05,3,reviewed,uw,uw
1997-12-12T08:42:20.250Z,33.466,-87.306,1,3.9,mb,,,,0.61,us,usp0008cgq,2014-11-07T01:04:06.958Z,"Alabama",rock burst,,,,6,reviewed,us,us
1997-11-26T23:11:02.720Z,46.772,-122.8336667,0.955,3.1,md,13,137,0.1361,0.18,uw,uw10431508,2016-07-23T17:52:42.770Z,"Washington",explosion,0.942,1.05,0.05,3,reviewed,uw,uw
1997-10-28T10:36:46.560Z,37.162,-82.025,1,3.4,mblg,,,,1.18,us,usp00089qa,2014-11-07T01:03:46.670Z,"West Virginia",rock burst,,,,,reviewed,us,us
1997-10-27T23:45:14.190Z,46.7798333,-122.8413333,0.145,3,md,7,152,0.1454,0.07,uw,uw10431098,2016-07-23T17:50:47.680Z,"Washington",explosion,0.566,0.57,0.05,3,reviewed,uw,uw
1997-09-12T15:23:43.400Z,34.339,-116.874,-1.412,3.27,mc,0,93.8,0.03955,0.124,ci,ci9023017,2016-02-12T09:07:13.404Z,"9km NNW of Big Bear City, California",quarry blast,,3.197,,30,reviewed,ci,ci
1997-08-25T22:29:04.570Z,46.771,-122.8308333,4.705,3.7,md,12,119,0.134,0.14,uw,uw10426288,2016-07-23T17:44:03.630Z,"Washington",explosion,0.65,2.55,0.05,5,reviewed,uw,uw
1997-08-15T21:34:18.620Z,46.7095,-122.7966667,-0.495,3.1,md,11,86,0.07595,0.09,uw,uw10423673,2016-07-23T17:43:23.230Z,"Washington",explosion,0.41,0.86,0.03,5,reviewed,uw,uw
1997-08-06T21:11:19.760Z,46.713,-122.796,-0.755,3.1,md,12,109,0.07742,0.11,uw,uw10421313,2016-07-23T17:42:54.240Z,"Washington",explosion,0.042,0.07,0.05,6,reviewed,uw,uw
1997-08-01T21:46:29.290Z,46.7108333,-122.7931667,-0.035,3.2,md,9,89,0.07461,0.1,uw,uw10420193,2016-07-23T17:42:40.330Z,"Washington",explosion,0.483,0.82,0.04,5,reviewed,uw,uw
1997-07-14T21:42:10.250Z,46.7326667,-122.7951667,0.155,3,md,14,86,0.08933,0.14,uw,uw10424658,2016-07-23T17:41:29.910Z,"Washington",explosion,0.637,0.9,0.05,4,reviewed,uw,uw
1997-07-01T21:30:43.220Z,46.7366667,-122.8055,-0.735,3,md,7,99,0.09724,0.08,uw,uw10419558,2016-07-23T17:40:37.070Z,"Washington",explosion,0.028,0.05,0.03,4,reviewed,uw,uw
1997-06-20T17:34:20.180Z,33.082,-114.958,-0.113,3.72,mc,0,164.9,0.1108,0.076,ci,ci9013673,2016-02-12T19:21:39.480Z,"47km NNW of Los Algodones, B.C., MX",quarry blast,,,,10,reviewed,ci,ci
1997-06-06T21:30:37.180Z,46.7803333,-122.8298333,3.035,3.4,md,6,154,0.1407,0.13,uw,uw10415313,2016-07-23T17:38:39.480Z,"Washington",explosion,0.86,0.11,0.04,3,reviewed,uw,uw
1997-05-21T20:16:06.400Z,46.7818333,-122.829,2.945,3.3,md,8,103,0.1416,0.12,uw,uw10418648,2016-07-23T17:37:55.760Z,"Washington",explosion,0.732,0.15,0.04,3,reviewed,uw,uw
1997-05-15T17:05:30.470Z,46.7408333,-122.8086667,-0.585,3.3,md,8,145,0.1017,0.12,uw,uw10417053,2016-07-23T17:37:36.060Z,"Washington",explosion,0.894,0.96,0.04,4,reviewed,uw,uw
1997-05-13T20:00:32.810Z,46.7408333,-122.8096667,-0.735,3.7,md,10,145,0.1022,0.15,uw,uw10416468,2016-07-23T17:37:31.490Z,"Washington",explosion,0.036,0.06,0.03,5,reviewed,uw,uw
1997-05-07T22:09:26.990Z,46.7298333,-122.8123333,-0.735,3,md,6,142,0.09638,0.12,uw,uw10414748,2016-07-23T17:37:12.860Z,"Washington",explosion,0.058,0.07,0.04,4,reviewed,uw,uw
1997-04-24T22:01:46.060Z,46.7336667,-122.8053333,-0.628,3.6,md,7,166,0.09514,0.05,uw,uw10419743,2016-07-23T17:36:40.270Z,"Washington",explosion,0.028,0.03,0.04,3,reviewed,uw,uw
1997-04-21T23:55:30.630Z,46.7745,-122.8385,-0.608,3.8,md,8,170,0.1402,0.1,uw,uw10419133,2016-07-23T17:36:36.250Z,"Washington",explosion,0.085,0.1,0.06,3,reviewed,uw,uw
1997-04-21T19:47:49.740Z,33.077,-114.963,-0.11,3.08,mc,0,196,0.1053,0.083,ci,ci9008372,2016-02-12T06:32:38.258Z,"47km NNW of Los Algodones, B.C., MX",quarry blast,,,,7,reviewed,ci,ci
1997-04-17T22:02:15.420Z,46.7868333,-122.8241667,3.1,3.3,md,7,192,0.1436,0.12,uw,uw10418238,2016-07-23T17:36:27.860Z,"Washington",explosion,0.953,0.04,0.03,5,reviewed,uw,uw
1997-04-16T22:17:12.480Z,46.779,-122.8291667,0.272,3,md,9,125,0.1394,0.22,uw,uw10417723,2016-07-23T17:36:23.380Z,"Washington",explosion,1.189,1.9,0.05,3,reviewed,uw,uw
1997-04-08T01:02:31.590Z,46.731,-122.7973333,1.062,3.8,md,6,175,0.08927,0.06,uw,uw10415443,2016-07-23T17:36:07.070Z,"Washington",explosion,0.569,0.54,0.04,4,reviewed,uw,uw
1997-03-26T23:27:53.090Z,46.7366667,-122.8078333,-0.735,3.2,md,9,144,0.09842,0.14,uw,uw10419313,2016-07-23T17:35:34.410Z,"Washington",explosion,0.05,0.08,0.03,5,reviewed,uw,uw
1997-03-23T22:23:48.820Z,46.7828333,-122.8285,5.015,3.1,md,18,111,0.1421,0.1,uw,uw10418438,2016-07-23T17:35:30.720Z,"Washington",explosion,0.418,0.92,0.04,4,reviewed,uw,uw
1997-03-13T23:11:16.800Z,46.7336667,-122.8071667,-0.745,3.1,md,6,143,0.09608,0.08,uw,uw10415923,2016-07-23T17:32:01.480Z,"Washington",explosion,0.028,0.05,0.04,4,reviewed,uw,uw
1997-03-10T23:04:23.870Z,46.7305,-122.8086667,-0.735,3,md,8,88,0.09483,0.1,uw,uw10414883,2016-07-23T17:31:51.790Z,"Washington",explosion,0.045,0.08,0.04,4,reviewed,uw,uw
1997-02-26T22:43:00.140Z,46.7341667,-122.8011667,0.595,3.2,md,10,126,0.09335,0.08,uw,uw10418788,2016-07-23T17:31:20.550Z,"Washington",explosion,0.453,0.5,0.04,5,reviewed,uw,uw
1997-01-28T23:06:20.170Z,46.7291667,-122.8065,-0.18,3.2,md,9,88,0.09283,0.2,uw,uw10418588,2016-07-23T17:30:02.180Z,"Washington",explosion,1.012,2.02,0.05,3,reviewed,uw,uw
1997-01-27T23:15:31.240Z,46.7431667,-122.8,-0.725,3,md,7,87,0.09916,0.11,uw,uw10418358,2016-07-23T17:29:59.870Z,"Washington",explosion,0.057,0.09,0.04,4,reviewed,uw,uw
1997-01-23T00:05:59.920Z,46.7683333,-122.8276667,3.236,3.6,md,8,90,0.1306,0.05,uw,uw10417453,2016-07-23T17:29:50.030Z,"Washington",explosion,0.241,0.06,0.05,3,reviewed,uw,uw
1997-01-17T00:31:56.500Z,33.682,-117.064,-0.696,3.4,mc,0,81.6,0.03308,0.03,ci,ci3294148,2016-02-11T20:21:36.928Z,"3km SE of Winchester, California",quarry blast,,,,3,reviewed,ci,ci
1997-01-15T23:26:24.360Z,46.7453333,-122.8046667,0.185,3.2,md,11,87,0.1029,0.17,uw,uw10415888,2016-07-23T17:29:35.650Z,"Washington",explosion,0.813,1.38,0.03,4,reviewed,uw,uw
1997-01-09T22:54:51.900Z,46.7611667,-122.8421667,1.736,3.4,md,7,97,0.1324,0.15,uw,uw10414218,2016-07-23T17:29:13.970Z,"Washington",explosion,0.898,1.27,0.06,4,reviewed,uw,uw
1996-11-25T23:22:28.840Z,46.777,-122.8295,-0.075,3.3,md,8,153,0.138,0.09,uw,uw10412223,2016-07-23T17:27:34.380Z,"Washington",explosion,0.53,0.88,0.05,4,reviewed,uw,uw
1996-11-19T22:29:05.840Z,32.781,-116.886,-0.502,3.88,mc,0,182.3,0.2065,0.043,ci,ci7049786,2016-02-12T08:45:48.283Z,"6km ESE of Bostonia, California",quarry blast,,,,6,reviewed,ci,ci
1996-11-15T23:15:20.370Z,46.7338333,-122.8133333,-0.745,3.5,md,7,89,0.09943,0.1,uw,uw10409823,2016-07-23T17:27:07.550Z,"Washington",explosion,0.036,0.06,0.03,3,reviewed,uw,uw
1996-11-14T21:18:39.790Z,46.7835,-122.8346667,2.975,3.5,md,6,154,0.1453,0.09,uw,uw10409533,2016-07-23T17:27:05.340Z,"Washington",explosion,0.642,0.06,0.03,3,reviewed,uw,uw
1996-11-13T23:52:11.630Z,46.7825,-122.8333333,1.255,3.4,md,7,91,0.1439,0.06,uw,uw10409148,2016-07-23T17:27:02.310Z,"Washington",explosion,0.347,0.48,0.04,3,reviewed,uw,uw
1996-11-07T23:14:54.020Z,46.7825,-122.8295,2.295,3.1,md,5,154,0.1423,0.1,uw,uw10406978,2016-07-23T17:26:41.990Z,"Washington",explosion,0.865,0.07,0.04,4,reviewed,uw,uw
1996-11-07T22:44:57.000Z,35.811,-117.546,0,4.46,md,0,182.5,0.04213,0.218,ci,ci7048489,2016-02-12T16:26:12.833Z,"14km WNW of Searles Valley, California",sonic boom,,1.355,,4,reviewed,ci,ci
1996-11-05T22:54:24.170Z,46.7821667,-122.8321667,2.805,3.5,md,6,154,0.1432,0.08,uw,uw10406443,2016-07-23T17:26:37.460Z,"Washington",explosion,0.524,0.06,0.03,3,reviewed,uw,uw
1996-10-19T23:48:12.330Z,46.7786667,-122.8281667,2.785,3,md,6,153,0.1387,0.11,uw,uw10407573,2016-07-23T17:25:30.490Z,"Washington",explosion,0.726,0.12,0.05,2,reviewed,uw,uw
1996-10-07T22:09:14.600Z,46.7383333,-122.8125,-0.745,3.2,md,25,81,0.1019,0.19,uw,uw10403273,2016-07-23T17:24:55.500Z,"Washington",explosion,0.064,0.18,0.04,4,reviewed,uw,uw
1996-10-03T22:06:19.740Z,46.7343333,-122.8021667,-0.755,3.2,md,6,144,0.09397,0.06,uw,uw10401383,2016-07-23T17:24:42.930Z,"Washington",explosion,0.022,0.03,0.04,4,reviewed,uw,uw
1996-09-30T19:01:27.910Z,46.7425,-122.8018333,-0.745,3.3,md,5,146,0.09954,0.18,uw,uw10411868,2016-07-23T17:23:56.990Z,"Washington",explosion,0.064,0.11,0.03,4,reviewed,uw,uw
1996-09-29T21:25:35.550Z,46.7766667,-122.8263333,2.965,3,md,7,153,0.1364,0.1,uw,uw10411388,2016-07-23T17:23:20.990Z,"Washington",explosion,0.682,0.06,0.05,4,reviewed,uw,uw
1996-09-26T22:11:47.940Z,46.7703333,-122.8323333,0.135,3.1,md,5,151,0.1342,0.07,uw,uw10409918,2016-07-23T17:22:13.830Z,"Washington",explosion,0.517,0.9,0.04,4,reviewed,uw,uw
1996-09-25T20:28:57.100Z,46.7835,-122.833,0.855,3.5,md,5,154,0.1446,0.14,uw,uw10409568,2016-07-23T17:21:53.770Z,"Washington",explosion,1.018,1.52,0.05,4,reviewed,uw,uw
1996-09-24T22:02:35.100Z,46.7881667,-122.8361667,-0.405,3.3,md,6,155,0.1496,0.16,uw,uw10409198,2016-07-23T17:21:42.670Z,"Washington",explosion,1.104,1.77,0.05,4,reviewed,uw,uw
1996-09-24T18:12:48.600Z,46.7823333,-122.832,2.995,3.5,md,6,154,0.1432,0.13,uw,uw10408963,2016-07-23T17:21:40.900Z,"Washington",explosion,0.943,0.03,0.04,4,reviewed,uw,uw
1996-09-24T18:03:56.310Z,33.067,-114.928,-0.093,3.67,mc,0,169.9,0.1035,0.254,ci,ci7044229,2016-02-13T10:11:27.297Z,"45km NNW of Los Algodones, B.C., MX",quarry blast,,,,8,reviewed,ci,ci
1996-09-23T21:27:49.900Z,46.7401667,-122.7998333,-0.745,3.5,md,6,146,0.09691,0.14,uw,uw10408283,2016-07-23T17:21:36.790Z,"Washington",explosion,0.1,0.16,0.05,3,reviewed,uw,uw
